observation_date,number_found,common_name,running_total_per_species,running_total_all
2020-01-07,10000.0,"Common reed grass, phragmites",1150562070.0,1150772717.0
2020-01-07,200.0,"Common reed grass, phragmites",1150562270.0,1150772917.0
2020-01-08,,Oriental Bittersweet,,
2020-01-17,10000.0,"Common reed grass, phragmites",1150572270.0,1150782917.0
2020-01-17,10000.0,"Common reed grass, phragmites",1150582270.0,1150792917.0
2020-01-17,50.0,"Common reed grass, phragmites",1150582320.0,1150792967.0
2020-01-17,200.0,"Common reed grass, phragmites",1150582520.0,1150793167.0
2020-01-17,10000.0,"Common reed grass, phragmites",1150592520.0,1150803167.0
2020-01-20,10000.0,"Common reed grass, phragmites",1150602520.0,1150813167.0
2020-01-20,1000.0,"Common reed grass, phragmites",1150603520.0,1150814167.0
2020-01-20,200.0,"Common reed grass, phragmites",1150603720.0,1150814367.0
2020-01-20,2000.0,"Common reed grass, phragmites",1150605720.0,1150816367.0
2020-01-20,,"Common reed grass, phragmites",,
2020-01-20,1000.0,"Common reed grass, phragmites",1150606720.0,1150817367.0
2020-01-27,500.0,"Common reed grass, phragmites",1150607220.0,1150817867.0
2020-01-27,100000.0,"Common reed grass, phragmites",1150707220.0,1150917867.0
2020-01-28,100000000.0,"Common reed grass, phragmites",1250707220.0,1250917867.0
2020-01-28,100000.0,"Common reed grass, phragmites",1250807220.0,1251017867.0
2020-01-28,100000000.0,"Common reed grass, phragmites",1350807220.0,1351017867.0
2020-01-28,10000000.0,"Common reed grass, phragmites",1360807220.0,1361017867.0
2020-01-28,10000.0,"Common reed grass, phragmites",1360817220.0,1361027867.0
2020-01-31,10000.0,"Common reed grass, phragmites",1360827220.0,1361037867.0
2020-01-31,1000.0,"Common reed grass, phragmites",1360828220.0,1361038867.0
2020-01-31,1000.0,"Common reed grass, phragmites",1360829220.0,1361039867.0
2020-02-02,10000.0,"Common reed grass, phragmites",1360839220.0,1361049867.0
2020-02-03,,"Common reed grass, phragmites",,
2020-02-03,1000.0,"Common reed grass, phragmites",1360840220.0,1361050867.0
2020-02-03,1000.0,"Common reed grass, phragmites",1360841220.0,1361051867.0
2020-02-05,1000.0,"Common reed grass, phragmites",1360842220.0,1361052867.0
2020-02-05,1000.0,"Common reed grass, phragmites",1360843220.0,1361053867.0
2020-02-05,100.0,"Common reed grass, phragmites",1360843320.0,1361053967.0
2020-02-10,,Knotweed (species unknown),,
2020-02-12,500.0,"Common reed grass, phragmites",1360843820.0,1361054467.0
2020-02-12,500.0,"Common reed grass, phragmites",1360844320.0,1361054967.0
2020-02-12,1000.0,"Common reed grass, phragmites",1360845320.0,1361055967.0
2020-02-12,200.0,"Common reed grass, phragmites",1360845520.0,1361056167.0
2020-02-12,10000.0,"Common reed grass, phragmites",1360855520.0,1361066167.0
2020-02-12,1000.0,"Common reed grass, phragmites",1360856520.0,1361067167.0
2020-02-13,10.0,"Tree-of-heaven, Ailanthus",7509.0,1361067177.0
2020-02-17,100.0,"Common reed grass, phragmites",1360856620.0,1361067277.0
2020-02-17,500.0,"Common reed grass, phragmites",1360857120.0,1361067777.0
2020-02-17,10000.0,"Common reed grass, phragmites",1360867120.0,1361077777.0
2020-02-17,1000.0,"Common reed grass, phragmites",1360868120.0,1361078777.0
2020-02-17,1000.0,"Common reed grass, phragmites",1360869120.0,1361079777.0
2020-02-17,1000.0,"Common reed grass, phragmites",1360870120.0,1361080777.0
2020-02-17,1000.0,"Common reed grass, phragmites",1360871120.0,1361081777.0
2020-02-17,1000.0,"Common reed grass, phragmites",1360872120.0,1361082777.0
2020-02-19,,"Common reed grass, phragmites",,
2020-02-19,500.0,"Common reed grass, phragmites",1360872620.0,1361083277.0
2020-02-19,500.0,"Common reed grass, phragmites",1360873120.0,1361083777.0
2020-02-19,10000.0,"Common reed grass, phragmites",1360883120.0,1361093777.0
2020-02-19,1000.0,"Common reed grass, phragmites",1360884120.0,1361094777.0
2020-02-20,10000.0,"Common reed grass, phragmites",1360894120.0,1361104777.0
2020-02-20,10000.0,"Common reed grass, phragmites",1360904120.0,1361114777.0
2020-02-20,1000.0,"Common reed grass, phragmites",1360905120.0,1361115777.0
2020-02-21,10000.0,"Common reed grass, phragmites",1360915120.0,1361125777.0
2020-02-21,10000.0,"Common reed grass, phragmites",1360925120.0,1361135777.0
2020-02-21,100000.0,"Common reed grass, phragmites",1361025120.0,1361235777.0
2020-02-21,1000.0,"Common reed grass, phragmites",1361026120.0,1361236777.0
2020-02-21,10000.0,"Common reed grass, phragmites",1361036120.0,1361246777.0
2020-02-21,1000.0,"Common reed grass, phragmites",1361037120.0,1361247777.0
2020-02-21,1000.0,"Common reed grass, phragmites",1361038120.0,1361248777.0
2020-02-21,100000.0,"Common reed grass, phragmites",1361138120.0,1361348777.0
2020-02-22,10000.0,"Common reed grass, phragmites",1361148120.0,1361358777.0
2020-02-22,1000.0,"Common reed grass, phragmites",1361149120.0,1361359777.0
2020-02-22,1000.0,"Common reed grass, phragmites",1361150120.0,1361360777.0
2020-02-22,10000.0,"Common reed grass, phragmites",1361160120.0,1361370777.0
2020-02-22,1000.0,"Common reed grass, phragmites",1361161120.0,1361371777.0
2020-02-22,100000.0,"Common reed grass, phragmites",1361261120.0,1361471777.0
2020-02-22,10000.0,"Common reed grass, phragmites",1361271120.0,1361481777.0
2020-02-22,1000.0,"Common reed grass, phragmites",1361272120.0,1361482777.0
2020-02-22,10000.0,"Common reed grass, phragmites",1361282120.0,1361492777.0
2020-02-23,100000.0,"Common reed grass, phragmites",1361382120.0,1361592777.0
2020-02-23,1000.0,"Common reed grass, phragmites",1361383120.0,1361593777.0
2020-02-23,500.0,"Common reed grass, phragmites",1361383620.0,1361594277.0
2020-02-23,100.0,"Common reed grass, phragmites",1361383720.0,1361594377.0
2020-02-23,300.0,"Common reed grass, phragmites",1361384020.0,1361594677.0
2020-03-07,200.0,"Common reed grass, phragmites",1361384220.0,1361594877.0
2020-03-07,1000.0,"Common reed grass, phragmites",1361385220.0,1361595877.0
2020-03-07,10000.0,"Common reed grass, phragmites",1361395220.0,1361605877.0
2020-03-07,200.0,"Common reed grass, phragmites",1361395420.0,1361606077.0
2020-03-07,300.0,"Common reed grass, phragmites",1361395720.0,1361606377.0
2020-03-07,100000.0,"Common reed grass, phragmites",1361495720.0,1361706377.0
2020-03-07,200.0,"Common reed grass, phragmites",1361495920.0,1361706577.0
2020-03-07,1000.0,"Common reed grass, phragmites",1361496920.0,1361707577.0
2020-03-07,1000.0,"Common reed grass, phragmites",1361497920.0,1361708577.0
2020-03-08,1000.0,"Common reed grass, phragmites",1361498920.0,1361709577.0
2020-03-08,10000.0,"Common reed grass, phragmites",1361508920.0,1361719577.0
2020-03-08,1000.0,"Common reed grass, phragmites",1361509920.0,1361720577.0
2020-03-09,1000.0,"Common reed grass, phragmites",1361510920.0,1361721577.0
2020-03-09,10000.0,"Common reed grass, phragmites",1361520920.0,1361731577.0
2020-03-09,200.0,"Common reed grass, phragmites",1361521120.0,1361731777.0
2020-03-09,1000.0,"Common reed grass, phragmites",1361522120.0,1361732777.0
2020-03-09,1000000.0,"Common reed grass, phragmites",1362522120.0,1362732777.0
2020-03-09,10000.0,"Common reed grass, phragmites",1362532120.0,1362742777.0
2020-03-09,1000.0,"Common reed grass, phragmites",1362533120.0,1362743777.0
2020-03-09,1000.0,"Common reed grass, phragmites",1362534120.0,1362744777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362535120.0,1362745777.0
2020-03-10,10000.0,"Common reed grass, phragmites",1362545120.0,1362755777.0
2020-03-10,10000.0,"Common reed grass, phragmites",1362555120.0,1362765777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362556120.0,1362766777.0
2020-03-10,10000.0,"Common reed grass, phragmites",1362566120.0,1362776777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362567120.0,1362777777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362568120.0,1362778777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362569120.0,1362779777.0
2020-03-10,1000.0,"Common reed grass, phragmites",1362570120.0,1362780777.0
2020-03-10,200.0,"Common reed grass, phragmites",1362570320.0,1362780977.0
2020-03-10,400.0,"Common reed grass, phragmites",1362570720.0,1362781377.0
2020-03-10,100000.0,"Common reed grass, phragmites",1362670720.0,1362881377.0
2020-03-11,500.0,"Common reed grass, phragmites",1362671220.0,1362881877.0
2020-03-11,1000.0,"Common reed grass, phragmites",1362672220.0,1362882877.0
2020-03-11,200.0,"Common reed grass, phragmites",1362672420.0,1362883077.0
2020-03-12,1000.0,"Common reed grass, phragmites",1362673420.0,1362884077.0
2020-03-12,1000.0,"Common reed grass, phragmites",1362674420.0,1362885077.0
2020-03-12,200.0,"Common reed grass, phragmites",1362674620.0,1362885277.0
2020-03-29,10000.0,"Common reed grass, phragmites",1362684620.0,1362895277.0
2020-03-31,100.0,"Common reed grass, phragmites",1362684720.0,1362895377.0
2020-03-31,1000.0,"Common reed grass, phragmites",1362685720.0,1362896377.0
2020-03-31,200.0,"Common reed grass, phragmites",1362685920.0,1362896577.0
2020-03-31,1000.0,"Common reed grass, phragmites",1362686920.0,1362897577.0
2020-03-31,10000.0,"Common reed grass, phragmites",1362696920.0,1362907577.0
2020-03-31,100.0,"Common reed grass, phragmites",1362697020.0,1362907677.0
2020-03-31,300.0,"Common reed grass, phragmites",1362697320.0,1362907977.0
2020-03-31,1000.0,"Common reed grass, phragmites",1362698320.0,1362908977.0
2020-03-31,1000.0,"Common reed grass, phragmites",1362699320.0,1362909977.0
2020-04-02,30.0,Purple Loosestrife,4735.0,1362910007.0
2020-04-02,300.0,"Common reed grass, phragmites",1362699620.0,1362910307.0
2020-04-02,10000.0,"Common reed grass, phragmites",1362709620.0,1362920307.0
2020-04-02,10000.0,"Common reed grass, phragmites",1362719620.0,1362930307.0
2020-04-02,1000.0,"Common reed grass, phragmites",1362720620.0,1362931307.0
2020-04-02,1000.0,"Common reed grass, phragmites",1362721620.0,1362932307.0
2020-04-02,10000.0,"Common reed grass, phragmites",1362731620.0,1362942307.0
2020-04-02,50.0,"Common reed grass, phragmites",1362731670.0,1362942357.0
2020-04-02,500.0,"Common reed grass, phragmites",1362732170.0,1362942857.0
2020-04-03,1000.0,"Common reed grass, phragmites",1362733170.0,1362943857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1362743170.0,1362953857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1362753170.0,1362963857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1362763170.0,1362973857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1362773170.0,1362983857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1362783170.0,1362993857.0
2020-04-03,100000000.0,"Common reed grass, phragmites",1462783170.0,1462993857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1462793170.0,1463003857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1462803170.0,1463013857.0
2020-04-03,100000.0,"Common reed grass, phragmites",1462903170.0,1463113857.0
2020-04-03,1000000.0,"Common reed grass, phragmites",1463903170.0,1464113857.0
2020-04-03,1000.0,"Common reed grass, phragmites",1463904170.0,1464114857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1463914170.0,1464124857.0
2020-04-03,2000.0,"Common reed grass, phragmites",1463916170.0,1464126857.0
2020-04-03,1000.0,"Common reed grass, phragmites",1463917170.0,1464127857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1463927170.0,1464137857.0
2020-04-03,1000.0,"Common reed grass, phragmites",1463928170.0,1464138857.0
2020-04-03,10000.0,"Common reed grass, phragmites",1463938170.0,1464148857.0
2020-04-04,1001.0,"Common reed grass, phragmites",1463939171.0,1464149858.0
2020-04-04,1000.0,"Common reed grass, phragmites",1463940171.0,1464150858.0
2020-04-04,10000.0,"Common reed grass, phragmites",1463950171.0,1464160858.0
2020-04-04,1000.0,"Common reed grass, phragmites",1463951171.0,1464161858.0
2020-04-04,1000.0,"Common reed grass, phragmites",1463952171.0,1464162858.0
2020-04-04,500.0,"Common reed grass, phragmites",1463952671.0,1464163358.0
2020-04-04,1000.0,"Common reed grass, phragmites",1463953671.0,1464164358.0
2020-04-04,1000.0,"Common reed grass, phragmites",1463954671.0,1464165358.0
2020-04-04,10000.0,"Common reed grass, phragmites",1463964671.0,1464175358.0
2020-04-04,10000.0,"Common reed grass, phragmites",1463974671.0,1464185358.0
2020-04-05,2000.0,"Common reed grass, phragmites",1463976671.0,1464187358.0
2020-04-05,10000.0,"Common reed grass, phragmites",1463986671.0,1464197358.0
2020-04-06,200.0,"Common reed grass, phragmites",1463986871.0,1464197558.0
2020-04-06,1000.0,"Common reed grass, phragmites",1463987871.0,1464198558.0
2020-04-07,1000.0,"Common reed grass, phragmites",1463988871.0,1464199558.0
2020-04-07,10000.0,"Common reed grass, phragmites",1463998871.0,1464209558.0
2020-04-07,10000.0,"Common reed grass, phragmites",1464008871.0,1464219558.0
2020-04-08,1000.0,"Common reed grass, phragmites",1464009871.0,1464220558.0
2020-04-08,1000000.0,"Common reed grass, phragmites",1465009871.0,1465220558.0
2020-04-09,200.0,"Common reed grass, phragmites",1465010071.0,1465220758.0
2020-04-09,500.0,"Common reed grass, phragmites",1465010571.0,1465221258.0
2020-04-09,100000.0,"Common reed grass, phragmites",1465110571.0,1465321258.0
2020-04-10,10000000.0,"Common reed grass, phragmites",1475110571.0,1475321258.0
2020-04-10,200.0,"Common reed grass, phragmites",1475110771.0,1475321458.0
2020-04-10,1000.0,"Common reed grass, phragmites",1475111771.0,1475322458.0
2020-04-10,200.0,"Common reed grass, phragmites",1475111971.0,1475322658.0
2020-04-10,500.0,"Common reed grass, phragmites",1475112471.0,1475323158.0
2020-04-11,10000.0,"Common reed grass, phragmites",1475122471.0,1475333158.0
2020-04-11,10000.0,"Common reed grass, phragmites",1475132471.0,1475343158.0
2020-04-11,1000000.0,"Common reed grass, phragmites",1476132471.0,1476343158.0
2020-04-11,200.0,"Common reed grass, phragmites",1476132671.0,1476343358.0
2020-04-11,200.0,"Common reed grass, phragmites",1476132871.0,1476343558.0
2020-04-11,10000.0,"Common reed grass, phragmites",1476142871.0,1476353558.0
2020-04-11,10000000.0,"Common reed grass, phragmites",1486142871.0,1486353558.0
2020-04-11,1000.0,"Common reed grass, phragmites",1486143871.0,1486354558.0
2020-04-11,200.0,"Common reed grass, phragmites",1486144071.0,1486354758.0
2020-04-11,10000.0,"Common reed grass, phragmites",1486154071.0,1486364758.0
2020-04-11,1000.0,"Common reed grass, phragmites",1486155071.0,1486365758.0
2020-04-11,200.0,"Common reed grass, phragmites",1486155271.0,1486365958.0
2020-04-11,500.0,"Common reed grass, phragmites",1486155771.0,1486366458.0
2020-04-12,1000000.0,"Common reed grass, phragmites",1487155771.0,1487366458.0
2020-04-12,1000.0,"Common reed grass, phragmites",1487156771.0,1487367458.0
2020-04-12,1000.0,"Common reed grass, phragmites",1487157771.0,1487368458.0
2020-04-12,500.0,"Common reed grass, phragmites",1487158271.0,1487368958.0
2020-04-12,100000.0,"Common reed grass, phragmites",1487258271.0,1487468958.0
2020-04-12,10000.0,"Common reed grass, phragmites",1487268271.0,1487478958.0
2020-04-12,10000.0,"Common reed grass, phragmites",1487278271.0,1487488958.0
2020-04-12,100000.0,"Common reed grass, phragmites",1487378271.0,1487588958.0
2020-04-12,100000.0,"Common reed grass, phragmites",1487478271.0,1487688958.0
2020-04-12,30.0,Purple Loosestrife,4765.0,1487688988.0
2020-04-12,1000.0,"Common reed grass, phragmites",1487479271.0,1487689988.0
2020-04-12,10000000.0,"Common reed grass, phragmites",1497479271.0,1497689988.0
2020-04-12,1000.0,"Common reed grass, phragmites",1497480271.0,1497690988.0
2020-04-13,1000.0,"Common reed grass, phragmites",1497481271.0,1497691988.0
2020-04-13,10000.0,"Common reed grass, phragmites",1497491271.0,1497701988.0
2020-04-13,1000.0,"Common reed grass, phragmites",1497492271.0,1497702988.0
2020-04-14,10000.0,"Common reed grass, phragmites",1497502271.0,1497712988.0
2020-04-15,2000.0,"Common reed grass, phragmites",1497504271.0,1497714988.0
2020-04-15,50.0,"Japanese Knotweed, Japanese Bamboo",2300.0,1497715038.0
2020-04-15,1000.0,"Common reed grass, phragmites",1497505271.0,1497716038.0
2020-04-15,200.0,"Common reed grass, phragmites",1497505471.0,1497716238.0
2020-04-16,300.0,"Common reed grass, phragmites",1497505771.0,1497716538.0
2020-04-16,10000.0,"Common reed grass, phragmites",1497515771.0,1497726538.0
2020-04-16,10000.0,"Common reed grass, phragmites",1497525771.0,1497736538.0
2020-04-16,1000.0,"Common reed grass, phragmites",1497526771.0,1497737538.0
2020-04-16,10000.0,"Common reed grass, phragmites",1497536771.0,1497747538.0
2020-04-16,1000.0,"Common reed grass, phragmites",1497537771.0,1497748538.0
2020-04-18,1000.0,"Common reed grass, phragmites",1497538771.0,1497749538.0
2020-04-22,20.0,Knotweed (species unknown),196150.0,1497749558.0
2020-04-23,1000.0,"Common reed grass, phragmites",1497539771.0,1497750558.0
2020-04-24,50.0,Purple Loosestrife,4815.0,1497750608.0
2020-04-25,10000.0,"Common reed grass, phragmites",1497549771.0,1497760608.0
2020-05-04,1000.0,Knotweed (species unknown),197150.0,1497761608.0
2020-05-05,300.0,"Common reed grass, phragmites",1497550071.0,1497761908.0
2020-05-10,3.0,Knotweed (species unknown),197153.0,1497761911.0
2020-05-11,1000.0,"Common reed grass, phragmites",1497551071.0,1497762911.0
2020-05-12,200.0,"Common reed grass, phragmites",1497551271.0,1497763111.0
2020-05-14,1000.0,"Common reed grass, phragmites",1497552271.0,1497764111.0
2020-05-15,,"Common reed grass, phragmites",,
2020-05-21,,Mugwort,,
2020-05-21,,Goutweed,,
2020-05-21,,Garlic Mustard,,
2020-05-21,,Honeysuckle (species unknown),,
2020-05-27,,Eurasian Water-milfoil,,
2020-05-27,,Yellow Iris,,
2020-05-27,,Yellow Iris,,
2020-05-27,,Yellow Iris,,
2020-05-27,,Yellow Iris,,
2020-05-27,,Yellow Iris,,
2020-05-27,,Eurasian Water-milfoil,,
2020-05-28,,Yellow Iris,,
2020-05-28,,Yellow Iris,,
2020-05-28,,Yellow Iris,,
2020-05-28,,Yellow Iris,,
2020-05-28,,Eurasian Water-milfoil,,
2020-05-28,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-29,,Yellow Iris,,
2020-05-31,,Yellow Iris,,
2020-06-01,,"Glossy Buckthorn, European Buckthorn",,
2020-06-01,,Yellow Iris,,
2020-06-01,,"Glossy Buckthorn, European Buckthorn",,
2020-06-04,,Yellow Iris,,
2020-06-04,,Yellow Iris,,
2020-06-04,,Yellow Iris,,
2020-06-04,,Yellow Iris,,
2020-06-04,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-08,,Yellow Iris,,
2020-06-10,,Knotweed (species unknown),,
2020-06-11,,"Common reed grass, phragmites",,
2020-06-11,20.0,Yellow Iris,20.0,1497764131.0
2020-06-14,13.0,Scotch Broom,13.0,1497764144.0
2020-06-17,1000.0,"Common reed grass, phragmites",1497553271.0,1497765144.0
2020-06-22,1000.0,Knotweed (species unknown),198153.0,1497766144.0
2020-06-24,5.0,"Tree-of-heaven, Ailanthus",7514.0,1497766149.0
2020-06-28,,Swallowwort (species unknown),,
2020-06-30,,Slender Falsebrome,,
2020-07-01,10.0,"Tree-of-heaven, Ailanthus",7524.0,1497766159.0
2020-07-03,,"Callery Pear, Bradford Pear",,
2020-07-03,,"Japanese Knotweed, Japanese Bamboo",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,"Canada Thistle, Creeping Thistle",,
2020-07-08,,Multiflora Rose,,
2020-07-08,,Reed Canarygrass,,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Common Buckthorn,,
2020-07-08,,Honeysuckle (species unknown),,
2020-07-08,,Common Buckthorn,,
2020-07-08,,Common Buckthorn,,
2020-07-08,,"Canada Thistle, Creeping Thistle",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Cutleaf teasel,,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Black Locust,,
2020-07-08,,"Canada Thistle, Creeping Thistle",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Narrowleaf Cattail,,
2020-07-08,,Bull Thistle,,
2020-07-08,,Bull Thistle,,
2020-07-08,,Multiflora Rose,,
2020-07-08,,Multiflora Rose,,
2020-07-08,,Mugwort,,
2020-07-08,,Honeysuckle (species unknown),,
2020-07-08,,Crown Vetch,,
2020-07-08,,Bull Thistle,,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Mugwort,,
2020-07-08,,Cutleaf teasel,,
2020-07-08,,Crown Vetch,,
2020-07-08,,Crown Vetch,,
2020-07-08,,Garlic Mustard,,
2020-07-08,,Common Buckthorn,,
2020-07-08,,Mugwort,,
2020-07-08,,"Common reed grass, phragmites",,
2020-07-08,,Mugwort,,
2020-07-08,,Cutleaf teasel,,
2020-07-08,,Honeysuckle (species unknown),,
2020-07-08,,Multiflora Rose,,
2020-07-10,10.0,"Tree-of-heaven, Ailanthus",7534.0,1497766169.0
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Autumn Olive,,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Autumn Olive,,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Mugwort,,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Multiflora Rose,,
2020-07-14,,Honeysuckle (species unknown),,
2020-07-14,,Multiflora Rose,,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Reed Canarygrass,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Autumn Olive,,
2020-07-15,,Garlic Mustard,,
2020-07-15,,Reed Canarygrass,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Mugwort,,
2020-07-15,,Autumn Olive,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Orange Daylily,,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Black Locust,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Knapweed (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Knapweed (species unknown),,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Autumn Olive,,
2020-07-15,,Autumn Olive,,
2020-07-15,,Multiflora Rose,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-15,,Mugwort,,
2020-07-15,,Honeysuckle (species unknown),,
2020-07-16,,"Common reed grass, phragmites",,
2020-07-16,,Japanese Stiltgrass,,
2020-07-27,,"Glossy Buckthorn, European Buckthorn",,
2020-07-27,,Common Buckthorn,,
2020-07-27,,Common Buckthorn,,
2020-07-27,,Common Buckthorn,,
2020-07-27,,"Common reed grass, phragmites",,
2020-07-30,,Honeysuckle (species unknown),,
2020-07-30,,Mugwort,,
2020-07-30,,Purple Loosestrife,,
2020-07-30,,Mugwort,,
2020-07-30,,Honeysuckle (species unknown),,
2020-07-30,,Multiflora Rose,,
2020-07-30,,Mugwort,,
2020-07-30,,Purple Loosestrife,,
2020-07-30,,"Common reed grass, phragmites",,
2020-07-30,,Mugwort,,
2020-07-31,0.0,Northern Snakehead,0.0,1497766169.0
2020-08-03,,Japanese Stiltgrass,,
2020-08-03,,Mugwort,,
2020-08-03,,Crown Vetch,,
2020-08-03,,Multiflora Rose,,
2020-08-03,,Honeysuckle (species unknown),,
2020-08-03,,Multiflora Rose,,
2020-08-03,,Mugwort,,
2020-08-03,,Japanese Stiltgrass,,
2020-08-03,,Fullers Teasel,,
2020-08-03,,Reed Canarygrass,,
2020-08-11,,"Mile-a-minute, Mile a minute weed",,
2020-08-11,,"Mile-a-minute, Mile a minute weed",,
2020-08-11,,"Mile-a-minute, Mile a minute weed",,
2020-08-15,,Water Chestnut,,
2020-08-20,,"Glossy Buckthorn, European Buckthorn",,
2020-08-20,50.0,"Tree-of-heaven, Ailanthus",7584.0,1497766219.0
2020-08-22,,Japanese Stiltgrass,,
2020-08-22,,Japanese Stiltgrass,,
2020-08-22,,Japanese Stiltgrass,,
2020-08-23,,Japanese Stiltgrass,,
2020-08-23,,Japanese Stiltgrass,,
2020-08-23,,Japanese Stiltgrass,,
2020-08-24,500.0,Water Chestnut,500.0,1497766719.0
2020-08-24,1000.0,Water Chestnut,1500.0,1497767719.0
2020-08-24,500.0,Water Chestnut,2000.0,1497768219.0
2020-08-26,,Common Buckthorn,,
2020-08-26,,Multiflora Rose,,
2020-08-26,,Oriental Bittersweet,,
2020-08-26,,"Tree-of-heaven, Ailanthus",,
2020-08-26,,Spotted Knapweed,,
2020-08-26,,Oriental Bittersweet,,
2020-08-26,,Mugwort,,
2020-08-26,,Black Locust,,
2020-08-26,,Autumn Olive,,
2020-08-26,,Coltsfoot,,
2020-08-26,,Garlic Mustard,,
2020-08-26,,Mugwort,,
2020-08-26,,Coltsfoot,,
2020-08-26,,Knapweed (species unknown),,
2020-08-26,,Mugwort,,
2020-08-26,,Common Buckthorn,,
2020-08-26,,Purple Loosestrife,,
2020-08-26,,Oriental Bittersweet,,
2020-08-26,,Purple Loosestrife,,
2020-08-26,,Honeysuckle (species unknown),,
2020-08-26,,Black Locust,,
2020-08-26,,Coltsfoot,,
2020-08-26,,Garlic Mustard,,
2020-08-26,,Multiflora Rose,,
2020-08-26,,Garlic Mustard,,
2020-08-26,,"Tree-of-heaven, Ailanthus",,
2020-08-26,,Purple Loosestrife,,
2020-08-26,,Garlic Mustard,,
2020-08-26,,"Japanese Knotweed, Japanese Bamboo",,
2020-08-26,,"Common reed grass, phragmites",,
2020-08-26,,Multiflora Rose,,
2020-08-26,,"Common reed grass, phragmites",,
2020-08-26,,Honeysuckle (species unknown),,
2020-08-26,,"Japanese Knotweed, Japanese Bamboo",,
2020-08-26,,Common Buckthorn,,
2020-08-26,,"Canada Thistle, Creeping Thistle",,
2020-08-26,,Mugwort,,
2020-08-26,,Purple Loosestrife,,
